"","uso_internet","sexo","edad","estudios"
"2022",1,"Mujer",43,"Primaria"
"2023",0,"Mujer",55,"Primaria"
"2024",0,"Mujer",72,"Primaria"
"2025",0,"Hombre",26,"Primaria"
"2026",0,"Hombre",44,"Primaria"
"2027",0,"Mujer",75,"Primaria"
"2028",0,"Mujer",48,"Primaria"
"2029",0,"Hombre",71,"Primaria"
"2030",0,"Mujer",64,"Sin estudios"
"2031",0,"Hombre",52,"Primaria"
"2032",0,"Mujer",36,"Primaria"
"2033",0,"Hombre",40,"F.P."
"2034",1,"Hombre",30,"Secundaria"
"2035",0,"Hombre",49,"Sin estudios"
"2036",0,"Mujer",46,"Sin estudios"
"2037",0,"Hombre",22,"Primaria"
"2038",0,"Mujer",30,"Primaria"
"2039",1,"Hombre",44,"Primaria"
"2040",1,"Mujer",18,"Primaria"
"2041",1,"Mujer",35,"Primaria"
"2042",0,"Hombre",48,"Primaria"
"2043",0,"Mujer",63,"Primaria"
"2044",0,"Mujer",79,"Primaria"
"2045",1,"Mujer",40,"Superiores"
"2046",1,"Hombre",43,"F.P."
"2047",1,"Hombre",66,"Secundaria"
"2048",1,"Mujer",25,"F.P."
"2049",1,"Hombre",21,"Medios universitarios"
"2050",1,"Hombre",40,"Secundaria"
"2051",1,"Hombre",44,"Superiores"
"2052",1,"Mujer",41,"Primaria"
"2053",0,"Hombre",85,"Primaria"
"2054",0,"Mujer",73,"Sin estudios"
"2055",0,"Mujer",52,"Primaria"
"2056",0,"Hombre",50,"Primaria"
"2057",0,"Mujer",58,"Primaria"
"2060",0,"Hombre",58,"F.P."
"2061",1,"Mujer",41,"F.P."
"2062",0,"Mujer",50,"Primaria"
"2063",1,"Hombre",48,"Primaria"
"2064",1,"Mujer",26,"Primaria"
"2065",0,"Hombre",74,"Sin estudios"
"2066",0,"Mujer",78,"Sin estudios"
"2067",0,"Hombre",38,"F.P."
"2068",0,"Hombre",33,"F.P."
"2069",0,"Mujer",40,"Primaria"
"2070",0,"Hombre",45,"Primaria"
"2071",0,"Hombre",40,"Superiores"
"2072",0,"Mujer",43,"Primaria"
"2073",1,"Hombre",19,"Primaria"
"2074",0,"Mujer",64,"Primaria"
"2075",0,"Mujer",40,"F.P."
"2076",0,"Mujer",69,"Primaria"
"2077",1,"Mujer",31,"F.P."
"2078",0,"Hombre",51,"Primaria"
"2079",1,"Mujer",24,"F.P."
"2080",0,"Hombre",31,"Primaria"
"2081",1,"Hombre",30,"F.P."
"2082",0,"Hombre",62,"Primaria"
"2083",1,"Mujer",33,"Medios universitarios"
"2084",0,"Mujer",40,"Primaria"
"2085",1,"Hombre",42,"F.P."
"2086",0,"Mujer",60,"Primaria"
"2087",0,"Mujer",65,"Primaria"
"2088",0,"Mujer",62,"Sin estudios"
"2089",1,"Mujer",26,"Primaria"
"2090",0,"Mujer",79,"Sin estudios"
"2091",1,"Hombre",27,"Primaria"
"2092",1,"Hombre",38,"Primaria"
"2093",0,"Hombre",24,"Sin estudios"
"2094",0,"Hombre",46,"Primaria"
"2095",0,"Hombre",65,"Sin estudios"
"2096",0,"Mujer",24,"Primaria"
"2097",1,"Mujer",35,"Secundaria"
"2098",0,"Mujer",74,"Secundaria"
"2099",1,"Hombre",35,"F.P."
"2100",1,"Hombre",20,"F.P."
"2101",1,"Hombre",51,"Primaria"
"2102",0,"Hombre",64,"Primaria"
"2103",1,"Hombre",66,"Primaria"
"2104",0,"Mujer",60,"Primaria"
"2105",0,"Mujer",41,"Secundaria"
"2106",0,"Hombre",75,"Primaria"
"2107",1,"Mujer",45,"Secundaria"
"2108",1,"Hombre",44,"F.P."
"2109",1,"Hombre",61,"Primaria"
"2110",0,"Mujer",58,"Primaria"
"2111",0,"Mujer",78,"Sin estudios"
"2112",1,"Mujer",27,"Medios universitarios"
"2113",1,"Hombre",25,"Superiores"
"2114",1,"Hombre",43,"Secundaria"
"2115",1,"Hombre",20,"Primaria"
"2116",1,"Hombre",29,"Superiores"
"2117",1,"Mujer",43,"F.P."
"2118",0,"Mujer",58,"Primaria"
"2119",0,"Mujer",84,"F.P."
"2120",1,"Hombre",51,"Primaria"
"2121",1,"Mujer",22,"Superiores"
"2122",1,"Mujer",37,"Primaria"
"2123",1,"Mujer",34,"Primaria"
"2124",1,"Hombre",18,"Primaria"
"2125",0,"Hombre",65,"Primaria"
"2126",0,"Mujer",65,"Primaria"
"2127",0,"Hombre",32,"Primaria"
"2128",1,"Hombre",41,"F.P."
"2129",1,"Hombre",51,"Primaria"
"2130",0,"Mujer",51,"Primaria"
"2131",0,"Mujer",65,"Sin estudios"
"2132",0,"Hombre",43,"Primaria"
"2133",0,"Hombre",64,"Primaria"
"2134",1,"Hombre",37,"F.P."
"2135",1,"Mujer",34,"Primaria"
"2136",0,"Mujer",53,"F.P."
"2137",0,"Hombre",69,"Primaria"
"2138",1,"Mujer",19,"Primaria"
"2139",1,"Hombre",21,"F.P."
"2140",0,"Mujer",60,"Primaria"
"2141",1,"Mujer",39,"Superiores"
"2142",1,"Hombre",34,"Primaria"
"2143",0,"Hombre",48,"Primaria"
"2144",0,"Mujer",70,"Primaria"
"2145",1,"Mujer",25,"Medios universitarios"
"2146",1,"Hombre",21,"Secundaria"
"2147",1,"Hombre",64,"Primaria"
"2148",0,"Mujer",30,"Primaria"
"2149",0,"Mujer",38,"Primaria"
"2150",1,"Mujer",19,"Primaria"
"2151",0,"Hombre",76,"Primaria"
"2152",1,"Mujer",52,"Primaria"
"2153",0,"Mujer",81,"Sin estudios"
"2154",0,"Hombre",37,"F.P."
"2155",0,"Hombre",49,"F.P."
"2157",1,"Mujer",27,"Medios universitarios"
"2158",0,"Hombre",33,"F.P."
"2159",1,"Mujer",39,"Superiores"
"2160",0,"Hombre",74,"Sin estudios"
"2161",1,"Mujer",53,"Primaria"
"2162",0,"Hombre",61,"Secundaria"
"2163",1,"Hombre",35,"Secundaria"
"2164",0,"Mujer",83,"Sin estudios"
"2165",1,"Hombre",32,"Primaria"
"2166",0,"Mujer",78,"Primaria"
"2167",1,"Mujer",31,"F.P."
"2168",1,"Hombre",25,"Primaria"
"2169",0,"Hombre",54,"Primaria"
"2170",1,"Hombre",43,"F.P."
"2171",1,"Hombre",59,"Primaria"
"2172",0,"Hombre",69,"Primaria"
"2173",1,"Hombre",19,"Secundaria"
"2174",1,"Mujer",20,"Secundaria"
"2175",1,"Mujer",60,"Primaria"
"2176",0,"Mujer",47,"Primaria"
"2177",0,"Hombre",31,"Primaria"
"2178",1,"Mujer",33,"Superiores"
"2179",1,"Mujer",42,"Medios universitarios"
"2180",0,"Hombre",71,"Primaria"
"2181",1,"Hombre",60,"Superiores"
"2182",0,"Mujer",83,"Primaria"
"2183",1,"Mujer",49,"F.P."
"2184",1,"Hombre",43,"Primaria"
"2185",1,"Mujer",28,"Primaria"
"2186",0,"Hombre",43,"Secundaria"
"2187",0,"Mujer",45,"Primaria"
"2188",0,"Hombre",79,"Primaria"
"2189",1,"Hombre",20,"Secundaria"
"2190",1,"Mujer",20,"Medios universitarios"
"2191",1,"Mujer",38,"Superiores"
"2192",0,"Mujer",60,"Primaria"
"2193",1,"Mujer",27,"F.P."
"2194",1,"Hombre",26,"Superiores"
"2195",0,"Mujer",72,"Primaria"
"2196",0,"Mujer",42,"Primaria"
"2197",1,"Hombre",36,"F.P."
"2198",0,"Hombre",64,"Primaria"
"2199",1,"Hombre",46,"Primaria"
"2200",1,"Hombre",26,"Superiores"
"2201",1,"Mujer",34,"F.P."
"2202",1,"Mujer",37,"F.P."
"2203",0,"Mujer",54,"Primaria"
"2204",1,"Hombre",29,"Primaria"
"2205",1,"Hombre",21,"F.P."
"2206",0,"Hombre",36,"Primaria"
"2207",1,"Mujer",23,"F.P."
"2208",0,"Mujer",70,"Sin estudios"
"2209",1,"Hombre",45,"Primaria"
"2210",0,"Hombre",70,"Primaria"
"2211",0,"Mujer",61,"Primaria"
"2212",0,"Mujer",40,"Primaria"
"2213",1,"Mujer",24,"Primaria"
"2214",1,"Hombre",29,"Primaria"
"2215",0,"Hombre",59,"Primaria"
"2216",1,"Mujer",38,"F.P."
"2217",1,"Hombre",45,"F.P."
"2218",0,"Hombre",40,"Primaria"
"2219",0,"Mujer",82,"Sin estudios"
"2220",1,"Hombre",51,"F.P."
"2221",0,"Hombre",77,"Primaria"
"2222",1,"Mujer",28,"F.P."
"2223",1,"Mujer",54,"Primaria"
"2224",0,"Mujer",69,"Primaria"
"2225",1,"Hombre",39,"Secundaria"
"2226",1,"Mujer",23,"Primaria"
"2227",1,"Mujer",28,"Primaria"
"2228",1,"Hombre",30,"Primaria"
"2229",1,"Hombre",37,"Primaria"
"2230",0,"Mujer",42,"F.P."
"2231",1,"Hombre",46,"Superiores"
"2232",0,"Hombre",89,"Sin estudios"
"2233",1,"Hombre",26,"Primaria"
"2234",1,"Hombre",22,"Secundaria"
"2235",1,"Mujer",31,"Secundaria"
"2236",0,"Mujer",71,"Sin estudios"
"2237",1,"Hombre",59,"Superiores"
"2238",0,"Mujer",78,"Primaria"
"2239",1,"Hombre",41,"Primaria"
"2240",0,"Mujer",64,"Primaria"
"2241",0,"Mujer",39,"Primaria"
"2242",0,"Hombre",53,"Primaria"
"2243",1,"Hombre",33,"Primaria"
"2244",0,"Hombre",63,"Primaria"
"2245",1,"Hombre",33,"Secundaria"
"2246",1,"Mujer",43,"F.P."
"2247",1,"Hombre",38,"Primaria"
"2248",1,"Mujer",52,"Primaria"
"2249",0,"Mujer",38,"Primaria"
"2250",1,"Hombre",24,"Primaria"
"2251",1,"Hombre",41,"Primaria"
"2252",0,"Mujer",79,"Primaria"
"2253",1,"Mujer",46,"F.P."
"2254",1,"Mujer",59,"F.P."
"2255",1,"Mujer",40,"Primaria"
"2256",0,"Mujer",59,"Primaria"
"2257",1,"Mujer",25,"Medios universitarios"
"2258",0,"Mujer",77,"Sin estudios"
"2259",0,"Hombre",62,"Primaria"
"2260",1,"Hombre",28,"F.P."
"2261",1,"Hombre",33,"F.P."
"2262",1,"Hombre",36,"Medios universitarios"
"2263",1,"Hombre",38,"Primaria"
"2264",1,"Hombre",34,"Primaria"
"2265",1,"Mujer",49,"Primaria"
"2266",0,"Mujer",60,"Secundaria"
"2267",1,"Hombre",80,"Superiores"
"2268",1,"Mujer",66,"Medios universitarios"
"2269",1,"Hombre",45,"Primaria"
"2270",1,"Mujer",39,"Superiores"
"2271",1,"Hombre",42,"F.P."
"2272",0,"Hombre",59,"Primaria"
"2273",1,"Mujer",67,"Primaria"
"2274",1,"Mujer",31,"Medios universitarios"
"2275",1,"Mujer",54,"Primaria"
"2276",0,"Hombre",62,"Superiores"
"2277",1,"Mujer",39,"Medios universitarios"
"2278",1,"Hombre",28,"Medios universitarios"
"2279",1,"Hombre",70,"Superiores"
"2280",0,"Mujer",58,"Primaria"
"2281",1,"Mujer",45,"Primaria"
"2282",0,"Mujer",65,"Primaria"
"2283",1,"Hombre",37,"Primaria"
"2284",0,"Hombre",46,"Primaria"
"2285",1,"Mujer",32,"Primaria"
"2286",0,"Hombre",70,"Sin estudios"
"2287",1,"Hombre",33,"Primaria"
"2288",1,"Mujer",21,"F.P."
"2289",1,"Hombre",70,"Superiores"
"2290",1,"Hombre",47,"F.P."
"2291",1,"Mujer",30,"Medios universitarios"
"2292",1,"Hombre",56,"Superiores"
"2293",0,"Mujer",68,"Primaria"
"2294",1,"Mujer",56,"Primaria"
"2295",1,"Hombre",28,"Secundaria"
"2296",1,"Mujer",22,"Medios universitarios"
"2297",1,"Mujer",49,"Primaria"
"2298",0,"Hombre",72,"Primaria"
"2299",1,"Hombre",24,"Primaria"
"2300",1,"Hombre",59,"Sin estudios"
"2301",1,"Hombre",40,"F.P."
"2302",0,"Mujer",40,"Primaria"
"2303",0,"Mujer",65,"Primaria"
"2304",1,"Mujer",27,"F.P."
"2305",0,"Mujer",49,"Primaria"
"2306",0,"Hombre",72,"Superiores"
"2307",1,"Mujer",32,"Secundaria"
"2308",0,"Mujer",65,"Primaria"
"2309",1,"Hombre",31,"Medios universitarios"
"2310",1,"Hombre",20,"F.P."
"2311",1,"Mujer",18,"Secundaria"
"2312",1,"Hombre",36,"F.P."
"2313",0,"Mujer",60,"Primaria"
"2314",1,"Mujer",28,"Secundaria"
"2315",0,"Mujer",39,"F.P."
"2316",1,"Mujer",45,"Superiores"
"2317",1,"Hombre",47,"F.P."
"2318",1,"Hombre",41,"Superiores"
"2319",0,"Hombre",75,"Primaria"
"2320",1,"Mujer",48,"Medios universitarios"
"2321",1,"Mujer",44,"Primaria"
"2322",1,"Mujer",32,"Superiores"
"2323",1,"Hombre",63,"Primaria"
"2324",0,"Hombre",58,"Primaria"
"2325",0,"Mujer",79,"Primaria"
"2326",0,"Hombre",73,"Primaria"
"2327",1,"Hombre",28,"Primaria"
"2328",1,"Hombre",18,"Primaria"
"2329",0,"Hombre",37,"Primaria"
"2330",1,"Mujer",53,"Primaria"
"2331",0,"Mujer",43,"Primaria"
"2332",1,"Hombre",50,"Primaria"
"2333",0,"Hombre",74,"Primaria"
"2334",0,"Mujer",80,"Sin estudios"
"2335",0,"Mujer",68,"Sin estudios"
"2336",0,"Mujer",77,"Primaria"
"2337",1,"Hombre",27,"Medios universitarios"
"2338",0,"Mujer",32,"F.P."
"2339",1,"Mujer",48,"Superiores"
"2340",1,"Hombre",24,"Primaria"
"2341",0,"Mujer",64,"Primaria"
"2342",1,"Mujer",23,"F.P."
"2343",1,"Hombre",18,"Secundaria"
"2344",1,"Hombre",54,"F.P."
"2345",0,"Mujer",64,"Primaria"
"2346",0,"Mujer",65,"Primaria"
"2347",0,"Mujer",39,"F.P."
"2348",1,"Hombre",35,"Primaria"
"2349",0,"Hombre",63,"Primaria"
"2350",1,"Mujer",45,"Primaria"
"2351",1,"Mujer",33,"Primaria"
"2352",1,"Mujer",23,"Primaria"
"2353",0,"Hombre",69,"Primaria"
"2354",0,"Mujer",61,"Primaria"
"2355",0,"Mujer",67,"Primaria"
"2356",1,"Hombre",28,"F.P."
"2357",1,"Hombre",36,"Primaria"
"2358",0,"Mujer",49,"F.P."
"2359",1,"Hombre",55,"Primaria"
"2360",0,"Hombre",40,"Primaria"
"2361",1,"Mujer",36,"Primaria"
"2362",1,"Hombre",25,"F.P."
"2363",0,"Hombre",65,"Primaria"
"2364",1,"Mujer",34,"F.P."
"2365",0,"Mujer",87,"Primaria"
"2366",0,"Hombre",50,"Primaria"
"2367",0,"Hombre",30,"Primaria"
"2368",0,"Hombre",84,"Primaria"
"2369",1,"Hombre",36,"Superiores"
"2370",1,"Hombre",48,"Superiores"
"2371",1,"Hombre",28,"Superiores"
"2372",0,"Hombre",64,"F.P."
"2373",0,"Mujer",43,"F.P."
"2374",0,"Mujer",45,"Primaria"
"2375",0,"Mujer",64,"Primaria"
"2376",1,"Hombre",64,"Superiores"
"2377",1,"Hombre",80,"Superiores"
"2378",0,"Mujer",80,"Primaria"
"2379",1,"Mujer",39,"Superiores"
"2380",0,"Mujer",67,"Primaria"
"2381",0,"Mujer",69,"Primaria"
"2382",1,"Hombre",41,"F.P."
"2383",1,"Mujer",20,"Superiores"
"2384",1,"Mujer",45,"F.P."
"2385",0,"Hombre",64,"F.P."
"2386",0,"Hombre",71,"Primaria"
"2387",1,"Mujer",41,"F.P."
"2388",1,"Hombre",27,"F.P."
"2389",0,"Mujer",59,"Primaria"
"2390",0,"Hombre",58,"F.P."
"2391",1,"Mujer",29,"Primaria"
"2392",0,"Mujer",69,"Primaria"
"2393",0,"Mujer",57,"Primaria"
"2394",0,"Hombre",66,"Primaria"
"2395",0,"Hombre",50,"Primaria"
"2396",0,"Mujer",49,"Secundaria"
"2397",1,"Hombre",19,"Secundaria"
"2398",0,"Mujer",82,"Primaria"
"2399",1,"Hombre",33,"Primaria"
"2400",1,"Mujer",43,"Superiores"
"2401",1,"Hombre",41,"Superiores"
"2402",0,"Hombre",48,"Primaria"
"2403",1,"Mujer",25,"Superiores"
"2404",1,"Mujer",28,"Superiores"
"2405",1,"Hombre",40,"F.P."
"2406",1,"Hombre",47,"Primaria"
"2407",0,"Mujer",41,"Primaria"
"2408",0,"Mujer",55,"Primaria"
"2409",0,"Mujer",70,"Primaria"
"2410",1,"Mujer",30,"Superiores"
"2411",1,"Hombre",33,"Secundaria"
"2412",1,"Mujer",21,"F.P."
"2413",1,"Hombre",65,"F.P."
"2414",0,"Mujer",56,"Primaria"
"2415",1,"Hombre",39,"Primaria"
"2416",0,"Hombre",44,"Primaria"
"2417",1,"Mujer",44,"F.P."
"2418",0,"Hombre",82,"Sin estudios"
"2419",0,"Mujer",78,"Sin estudios"
"2420",0,"Mujer",56,"F.P."
"2421",0,"Hombre",46,"Secundaria"
"2422",0,"Hombre",61,"Sin estudios"
"2423",1,"Mujer",21,"F.P."
"2424",1,"Hombre",23,"Medios universitarios"
"2425",1,"Mujer",25,"Medios universitarios"
"2426",0,"Mujer",81,"Sin estudios"
"2427",0,"Mujer",53,"Primaria"
"2428",0,"Mujer",68,"Primaria"
"2429",0,"Hombre",35,"Primaria"
"2430",1,"Hombre",29,"Primaria"
"2431",0,"Mujer",43,"Primaria"
"2432",0,"Hombre",53,"Primaria"
"2433",0,"Hombre",82,"Primaria"
"2434",0,"Mujer",38,"Primaria"
"2435",1,"Hombre",29,"Secundaria"
"2436",1,"Mujer",48,"Secundaria"
"2437",1,"Hombre",44,"Primaria"
"2438",1,"Mujer",33,"Secundaria"
"2439",1,"Hombre",21,"Primaria"
"2440",1,"Hombre",49,"Medios universitarios"
"2441",0,"Mujer",56,"F.P."
"2442",1,"Hombre",39,"F.P."
"2443",0,"Mujer",46,"F.P."
"2444",1,"Mujer",28,"Medios universitarios"
"2445",1,"Hombre",29,"F.P."
"2446",1,"Mujer",35,"Primaria"
"2447",0,"Mujer",60,"Primaria"
"2448",0,"Mujer",70,"Primaria"
"2449",1,"Mujer",21,"F.P."
"2450",0,"Hombre",64,"Primaria"
"2451",0,"Hombre",72,"Primaria"
"2452",0,"Mujer",62,"Primaria"
"2453",0,"Mujer",66,"Primaria"
"2454",0,"Hombre",60,"Primaria"
"2455",1,"Hombre",31,"Secundaria"
"2456",0,"Hombre",53,"Primaria"
"2457",0,"Hombre",82,"Primaria"
"2458",0,"Mujer",34,"Primaria"
"2459",1,"Mujer",44,"Superiores"
"2460",0,"Hombre",74,"Primaria"
"2461",0,"Mujer",77,"Primaria"
"2462",1,"Hombre",51,"Superiores"
"2463",1,"Hombre",38,"Secundaria"
"2464",0,"Mujer",80,"Primaria"
"2465",1,"Mujer",33,"F.P."
"2466",1,"Hombre",21,"F.P."
"2467",0,"Mujer",54,"Primaria"
"2468",1,"Hombre",27,"Primaria"
"2469",0,"Mujer",64,"Sin estudios"
"2470",0,"Hombre",92,"Sin estudios"
"2471",1,"Hombre",43,"Primaria"
"2472",1,"Mujer",18,"Secundaria"
"2473",0,"Mujer",54,"Primaria"
"2474",1,"Hombre",31,"Secundaria"
"2475",0,"Hombre",52,"Primaria"
